tweet,label
@inkflowz thot is a childish wordgrow up and call that bitch a hoe,1
"""bae"" sounds like such a ghetto word use something else",2
@wednesdaydreams i wanted to see that but i like trash sometimes lol,1
@rjdiggins86 get some sleep pussy,1
@stevestfler future bae best drink fiji water so her pussy taste like retweets amp cinammon apples,1
@guycodes scientists recently discovered that bitches do in fact be trippin',1
we wacko birds are still tweeting makedclisten,2
8220@analyyxo say something is the one drake song i have to listen to when i'm in my feelings8221fag,1
@goosemon420er you're being a bitch lol but naa serio wassuo,1
@joebudden if i got hoes then i sure can8217t find where i put them lol,1
everyone that says letsmakeitawkward is a queer justmadeitawkward,1
193lbum de fotos gaywrites in the making a project by and for queer students at harvard highlights the,0
tick tack toe linin' up yo hoe,1
goodnight bitches with a lisp,1
i think every bitch wit a tongue piercing suck dick im just being real,1
@mabelsay myspace died a couple of years ago facebook in the hospital twitter at the strip club throwing ones at the big booty hoe8230,1
i jus wanna live good stay fresh and fuck bad bitches!,1
pornandroidiphoneipadsexxxx xxx homemade pussy eating 8211,1
@newyorkologist autographed photo of babe ruth and lou gehrig new york yankees 1928 nyc ny nyy,2
giants you bitch,1
@sbsylvester @kiefferjason bitch fuck that blog where u be at meet up and get your round,1
@isalopez @dlo520 but you're still a faggot,0
@derekgatewood you got a toolbox you hoe,1
"""you took our land so you could make each other retarded in diapers sureuse our imagecool"" redskins nfl concussion jokes",1
@drew4130 @mailgal2000 y'all hire colored folk only work half da day and throw da mail in da sewer if we ain't done,0
@thedouch3 all the kickers in college football trash like y'all can't even make 20 yard field goalsu got one fucking job,1
my mom bitches too much,1
@thesportsjudge sometimes a good hoe fire needs some rocephin too before it'll go out,1
@aaronkeplin shut up bitch,1
8220@officialzyon777 when the pussy stank,1
riding wit my old dude dis nicca bangin freshprince summertime 9995,1
i hate hoes,0
@hermannyrblog yankees shouldn't even bother to show up to boston man just fold the franchise cancel baseball,2
i hate hoes who be looking all nice nshit with their hair and nails done but they kids look like they barely survived a tornado,1
i cant fuc wit no bitch thats addicted to drugz,1
@dustincarter16 bitch i was out dea and your ass was sleep,1
boosie ran this hoe,1
@abcrispyyandy i laugh oreos and lady gaga on a sunday day,2
love fat hoes n tight clothes n granny panties seeeexxaaaay,1
"8220@zvckslvt3r704 my sister shittin on you hos once again ""@vsamone wodeh bout dat action",1
westside nicca!,1
@polotags20 pussy,1
@woodyafc lmaoo typical nig nog bombs should've got pics,1
@normsanders i much prefer this classic blue and yellow rams uniform to anything we've seen since that magical year not even close st8230,2
all these hoes say that wanna be cuffed bitch cuff this dick,1
trash af,2
@shyglizzy your bf is broke bitch!,1
@bekysawyer boats and hoes,1
@itslendaddy thanks bruh dont ever forget we still on the look out for these faggots @justcurrieon,1
@brendacoyt3 ahah chill my bitch look better,1
"he needs too! we win titles when he smacks hoes! @mnymknmich big ben gone smack ""another"" hoe after this lost sorry @vonshayeb",1
don't bitch about my attitude because you're the reason i have one,1
@caramelkushh these bitches love wyandanch niggas i tell you i always see yall ot bitches out here wit them but keep frontin for t8230,1
about to be 23 officially an old ass bitch,1
"@wearegiricodes ""nah go talk to ur hoes since u dont wanna text back n shit""",1
@taerhodes 8220@kim92493 8220@taerhodes @kim92493 @patpatbush uhhh you've been judged8221 it happens whitepoweri'll hang you nigger8221 wo8230,0
it ain't nothing like chasing money cause you have a purpose but chasing these hoes for what vice versa,1
@pachino y'all be dick riding and praising these hoes that's why half of miami feel like they celebs off this social media shit,1
where's this bitches parents tho go home you thot,1
i wish a bitch would,1
@calistrong lol just think about it there is a right way amp a wrong way to love someone a hoe may just love you for what you got,1
"qtna @majork8 how y'all bitches gon breast feed wit nipple rings """,1
@juandameskin you wouldn't last a day there hoe,1
@ilovebamf i held you like a baby bird and now you come at me like this these friends ain't loyal,2
@dasmacker mariners said moms 21 and over get free ball caps on mothers day basically all you young hoes with kids don't get one lol,1
"@itsjusmejojo lol you've tweeted ""bitch"" an excessive amount for you today you ok",1
kfc biscuits trash now,2
@greatbryt riff raff is trash,2
@thebootycluh 8220@xoxomooky why do niggas settle for easy bitches like don't y'all wanna bitch that challenges you to better yoursel8230,1
you know you are in the ghetto when you see streets named martin luther king jr amp littlejohn halp,2
pornandroidiphoneipadsexxxx latina latina chick gets her pussy pumped,1
when stoni isn't doing his faggot gook speak he's actually funny,1
but i can't buy tomorrow that's why i go hard hoe,1
@0beythelau @huntermoore bitch you gross as fuck touchin them saggy titties,1
@bloodbloodbiood valentines day is just an extra christmas for bitches blood,1
you can call me a bitch ok! but a the thief get out of here smdh,1
"""they have to that division is trash @nomeekjustmilz saints gon win the nfc southwatch""",2
next time you leave magic trash in my jacket try not to have your initials written on them @whatupag,2
why are these freshman so ghetto lmao,1
and mad hoes you can ask beavis i get nothing butthead,1
@laddied these hoes sad man,1
stupid bitch should have stayed home,1
commonquestioniget why uou so ghetto,2
@boxingscene nobody is ever gonna take this ass clown serious again what a lil bitch,1
we don't want yo bitch mane we just wanna have fun with her,1
@xpoppinwheelies 8220@1stblocjeremiah all y'all bitches corny lol8221rt,1
@southsidevic this tweet was a booby trap and i caught 23 hoes,1
i'm about to hit a bitch,1
russian roulette that hoe,1
la is the only place where you will see some of the baddest bitches in the world at the bus stop,1
"""why people think gay marriage is okay is beyond me sorry i don't want my future son seeing 2 fags walking down the street holding hands an",0
all these beautiful bitches sucha beautiful thing,1
@deeznutsdoe i'd hate feeling like a faggot too punk ass hoe,0
@ay30mayne this next generation is being raised to be a bunch of mindless pussies with no discipline,1
what's worse than ebola the fing retards trying to make it a race issue al sharpton has caused more american death than ebola,0
@thoughtkendali dumb bitch ruined a perfectly good sweater,1
@darrenburton and take the trash out and separate the recyclables,2
@heartlessgirl i know how in the moment people can be especially guys so excuse me for not trusting you being fucked up around hoes,1
thanks charlie @charlie4927 @revkahjc @stacydmomof5 @pattism74 @cantucimblonde @kacado,2
"@kushed420 ""it's a joke bitch fix ya face""",1
my doctor tonight is such a miserable cunt even my nurse is pissed off she's been here since 7pm and hasn't come to see me once,0
@djphilip 9995my mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe,1
don't get your main bitch and side bitch confused there's a big difference,1
@yankees only good thing about this season firecashman,2
dey selling liquor drinks in dis bitch too!,1
"this fat bitch just said ""next time don't forget my potato chips""",1
"half these females with these twitter names like ""eat my pussy"" ain't even about that life bro",1
fresh polo on you bitches,1
you ever had a piece of pussy man that be on your mind like money,1
look at that bitch right there right there hannnnnn,1
@missjamieeee 8220@idoclyfe the power thrust really in that hoe omg,1
@homohulk told you them bitches was mad even g,1
"lol i just remember that same bitch said she liked my hair then asked ""is it yours"" smfh wut yes",1
@vbyrd32 dam this hoes should be working at microsoft,1
eagles fucking trash,1
@mauriokart wtf is ur tumblr bitch,1
@leekporter21 8220@1mdot i hate a always wanna smoke but aint got no money as niggabitch like bye falisha8221,1
@mckinley719 @uberfacts mmm no thanks i've been saving mine up for this point in timefucking queer,1
@paixj right these hoes ain't loyal,1
part chink,1
8220@koleworld4 @whatevaittakes bang8221that's a trust worthy bitch,1
@keltorwade nah dude mostly just sound like a faggot,0
@mcwilliamsbrett ayyy tell that bitch in your avi she needs fix a flat for dat flat ass,1
"81614 mo @govjaynixon let 8220kill some crackers kill their babies"" new black panthers hijack his ferguson presser",0
this guy is the biggest faggot omfg,0
"this bitch brought me my food and said ""surprise"" thirsty bitch",1
a dick has a sad life his hair is a mess his family is nuts his neighbor's an asshole his bestfriend's a pussy amp his owner beats him,1
dumb bitch leave me alone,1
idgaf if it's 3pm in the afternoon bitch make my pancakes!,1
@ravenconnell being a hoe isn't a halloween costume,1
boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal,1
"@honeyguwop im not ready to see y'all hoes tweet ""new year new me""",1
"""@clicquotsuave lmaooooooooooo this nigga @krillznuhcare ltbitch want likes for some depressing shitfoh",1
you know what all you are doing is being a burden to me a fuckin annoyance and i hate bitches like you,1
got my bitch in her whip coming to pick me up,1
"@nopopularity lmaoo one nigga had that 2nd pic as ""looove that pussy from popeyes!"" lmaoo that shit killed me",1
"@mindonsuccess my mother be on some trash man i ask her everyday you need want some money she say ""naw i'm good!"" but come payday8230",2
i know outback when i see outback hoe,1
""" @rhythmixx hobbies include fighting mariam"" bitch",1
@don07052 had da bitches rockin in da club wit my boy connor,1
@tooeffincool lol i feel like a punk bitch sittin in here with all the lights on!,1
@mragingbabe i'm not trying to be critical but jr literally looks like he just ate a pot brownie got off a couch and put on his gloves,2
@damianhuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit,1
also it8217s a hiccup to jihadi propaganda they portray themselves as the only ones willing to die for their cause,2
radiofreenorthwest 218 covington reads responses amp mocks fbi andy on real politics liv on her awakening gretchen,2
@mrdam0n denial is a bitch youresilly,1
@itsdorry school doesnt even test your intelligence it tests ur memory it tests my ability to keep calm and not slap a bitch,1
"@liltbrodie ""damn i ain't got no bitches""",1
@barackobama @marchforinnov send them damn beaners back where they belong n the us aint it,0
i can't tell you the last time i seen 2 niggaz have a fight but i see bitches fight on video daily,1
everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf,1
